channel_id,channel_title,channel_description,is_official
UCc2j0JhnR8Hx0Hj13RhCJag,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,yes
UCLjX5qTNMoISU4PzNRLO-dA,Living in Delray Beach Florida,Are you thinking about moving to or relocating to Delray Beach and wondering if you can handle living in South Florida?,no
UC7ospxg-LTsbMZ1y1eAkiFg,City Walks,A collection of 4k videos of city walks around the world.,no
UCLI46w8QAGfjkKwPc_MrQ5g,Ocean Delray,"Inspired by sun, sand, and sea, Randall Stofft is the architect behind Ocean Delray, the newest ultra-luxury condo development in ...",no
UClnUZBZvJrq28OWT0SGWzoQ,Downtown Delray,"For all videos surrounding the events that take place in Downtown Delray Beach, FL!",yes
UCc2j0JhnR8Hx0Hj13RhCJag,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,yes
UClBAmFdbB_lEWv8TCooDmUQ,Bethel Of Delray Beach,"Bethel Evangelical Baptist Church of Delray Beach, FL is a Multi-generational Haitian congregation located in the city of Delray ...",no
UCGOxU-8iNOeoG3a337shXoA,City of Deerfield Beach,"This is the official video channel of the City of Deerfield Beach, Florida, government. The mission of the Office of Public Affairs and ...",yes
UCLI46w8QAGfjkKwPc_MrQ5g,Ocean Delray,"Inspired by sun, sand, and sea, Randall Stofft is the architect behind Ocean Delray, the newest ultra-luxury condo development in ...",no
UCozDimNgDrRmD2eQa4wZ66Q,john brewer,"A detailed look into the homes that are being bought and sold in the Lake Ida Delray Beach Florida area. Also things to do, places ...",no
