channel_id,channel_title,channel_description,is_official
UCgJLAD7hxbcHjDjYJhBaBVw,City Sanctuary Deland,,no
UCzpykaWQ6en93m6UZ1-pbiw,City of DeLand,This channel is the official channel for the City of DeLand government.,yes
UC3Gpk6ue0fWS1hKx8xa4n7A,Journey Church,"Everyone helping someone take steps to follow Christ. This is the vision of Journey Church, a church led by Pastor James Hilton ...",no
UC9EmmSGn-Ar4fgXxLHT80bg,DeLand's Dan Friend,"DeLand's Fantasia... our very own progressive rock pioneers! Hot City was formed in 1971 from area DeLand, Florida, boys and ...",no
UCXpVouloiwv_GNhn5ficvLQ,First Christian Church of DeLand,Information on this channel include videos of worship services and other events concerning First Christian Church (Disciples of ...,no
UCzpykaWQ6en93m6UZ1-pbiw,City of DeLand,This channel is the official channel for the City of DeLand government.,yes
UCgJLAD7hxbcHjDjYJhBaBVw,City Sanctuary Deland,,no
UC3Gpk6ue0fWS1hKx8xa4n7A,Journey Church,"Everyone helping someone take steps to follow Christ. This is the vision of Journey Church, a church led by Pastor James Hilton ...",no
UCXpVouloiwv_GNhn5ficvLQ,First Christian Church of DeLand,Information on this channel include videos of worship services and other events concerning First Christian Church (Disciples of ...,no
UC2rW674jFLMYdXH230_ZkVA,Pentecostals of DeLand,"Media content from the Pentecostals of DeLand. A place for your faith, family & friends.",yes
