channel_id,channel_title,channel_description,is_official
UCIveFvW-ARp_B_RckhweNJw,StevenCrowder,The NUMBER ONE Conservative Daily Comedy Show!! Want to watch the full show every day? Join #MugClub!,no
UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,"Ben Shapiro is a renowned conservative political pundit, syndicated columnist, lawyer, and NYT bestselling author. He is Editor ...",no
UCXABsl_gea2J5OcXMEVWJhQ,Lake Panasoffkee Florida (a hobby video channel),"YouTube channel for LakePan.org. This is a hobby website. If you want to help or have advice, please come to any of the Lake ...",no
UCvBArEp2stWfSiii4cuMHAQ,Kelsey Bushnell,,no
UCCUVN-bo1aymU54q9yfgeug,Virginia Smith,Central Florida Realtor® Living the #realestate life in #centralflorida #AreaProRealty #realestateagent #realestateinvesting.,no
UCIveFvW-ARp_B_RckhweNJw,StevenCrowder,The NUMBER ONE Conservative Daily Comedy Show!! Want to watch the full show every day? Join #MugClub!,no
UCvBArEp2stWfSiii4cuMHAQ,Kelsey Bushnell,,no
UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,"Ben Shapiro is a renowned conservative political pundit, syndicated columnist, lawyer, and NYT bestselling author. He is Editor ...",no
UC3M7l8ved_rYQ45AVzS0RGA,The Jimmy Dore Show,"Jimmy Dore is outrageous and outraged, bothersome and bothered. A crucial, profane, passionate voice for progressives and ...",no
UCldfgbzNILYZA4dmDt4Cd6A,Secular Talk,Home of news & politics commentary from the populist left perspective.,no
